# HOMER Peaks
# Peak finding parameters:
# tag directory = HCT116-treated
#
# total peaks = 8958
# peak size = 217
# peaks found using tags on both strands
# minimum distance between peaks = 434
# fragment length = 206
# genome size = 2000000000
# Total tags = 44527481.0
# Total tags in peaks = 955564.0
# Approximate IP efficiency = 2.15%
# tags per bp = 0.022107
# expected tags per peak = 4.797
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.719535e-07
# FDR tag threshold = 19.0
# number of putative peaks = 17043
#
# input tag directory = HCT116-input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6934
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1147
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks HCT116-treated -i HCT116-input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr7-12	chr7	151769599	151769815	+	149.8	0.837	497.000000	466.1	6.0	77.69	0.00e+00	44.02	0.00e+00	0.66
chr8-25	chr8	164564	164780	+	149.1	0.899	439.000000	462.6	3.0	154.22	0.00e+00	73.40	0.00e+00	0.78
chr10-8	chr10	85743478	85743694	+	149.1	0.917	513.000000	464.0	4.0	116.01	0.00e+00	75.94	0.00e+00	0.64
chr4-16	chr4	108300702	108300918	+	148.9	0.851	503.000000	463.3	6.0	77.22	0.00e+00	50.59	0.00e+00	0.70
chr7-11	chr7	12597134	12597350	+	148.7	0.874	521.000000	461.3	3.0	153.75	0.00e+00	57.00	0.00e+00	0.63
chr13-6	chr13	20936897	20937113	+	148.7	0.918	486.000000	460.6	3.0	153.52	0.00e+00	88.82	0.00e+00	0.67
chr11-12	chr11	73846361	73846577	+	148.4	0.919	486.000000	459.2	7.0	65.60	0.00e+00	67.12	0.00e+00	0.67
chr17-9	chr17	54794945	54795161	+	148.4	0.871	531.000000	459.2	7.0	65.60	0.00e+00	58.69	0.00e+00	0.61
chr1-19	chr1	218774450	218774666	+	147.1	0.893	494.000000	455.7	5.0	91.14	0.00e+00	81.10	0.00e+00	0.67
chr14-9	chr14	72240794	72241010	+	146.7	0.867	487.000000	453.6	6.0	75.60	0.00e+00	70.15	0.00e+00	0.67
chr19-14	chr19	47734550	47734766	+	146.4	0.915	433.000000	452.9	3.0	150.97	0.00e+00	34.02	0.00e+00	0.76
chr11-13	chr11	65188692	65188908	+	145.3	0.908	481.000000	449.4	6.0	74.91	0.00e+00	46.30	0.00e+00	0.66
chr8-17	chr8	67036575	67036791	+	144.4	0.892	490.000000	448.8	5.0	89.75	0.00e+00	69.30	0.00e+00	0.66
chr3-7	chr3	178787869	178788085	+	144.2	0.914	520.000000	446.7	10.0	44.67	0.00e+00	58.32	0.00e+00	0.62
chr3-8	chr3	194908408	194908624	+	144.2	0.842	507.000000	446.7	7.0	63.81	0.00e+00	54.34	0.00e+00	0.64
chr8-16	chr8	18899142	18899358	+	144.2	0.882	496.000000	446.7	3.0	148.89	0.00e+00	56.77	0.00e+00	0.64
chr7-13	chr7	81252654	81252870	+	144.0	0.824	479.000000	448.1	8.0	56.01	0.00e+00	40.05	0.00e+00	0.67
chr11-14	chr11	67965858	67966074	+	143.3	0.822	476.000000	443.2	6.0	73.87	0.00e+00	52.06	0.00e+00	0.70
chr20-2	chr20	10100071	10100287	+	143.3	0.894	503.000000	443.2	6.0	73.87	0.00e+00	73.82	0.00e+00	0.64
chr6-17	chr6	10718974	10719190	+	142.8	0.865	499.000000	443.2	6.0	73.87	0.00e+00	52.24	0.00e+00	0.64
chr2-14	chr2	61504994	61505210	+	142.6	0.898	499.000000	442.5	4.0	110.63	0.00e+00	49.28	0.00e+00	0.65
chr9-11	chr9	95562642	95562858	+	142.6	0.897	472.000000	441.1	4.0	110.28	0.00e+00	87.81	0.00e+00	0.67
chr17-12	chr17	26609745	26609961	+	142.6	0.928	481.000000	441.8	3.0	147.27	0.00e+00	73.03	0.00e+00	0.67
chr1-21	chr1	181491040	181491256	+	142.4	0.894	471.000000	442.5	2.0	221.25	0.00e+00	73.81	0.00e+00	0.68
chr2-30	chr2	99657321	99657537	+	142.2	0.887	371.000000	441.8	3.0	147.27	0.00e+00	49.83	0.00e+00	0.97
chr12-16	chr12	93178319	93178535	+	141.7	0.894	507.000000	441.1	6.0	73.52	0.00e+00	59.02	0.00e+00	0.64
chr12-18	chr12	52569872	52570088	+	141.5	0.894	491.000000	439.0	4.0	109.76	0.00e+00	71.86	0.00e+00	0.66
chr2-15	chr2	164809967	164810183	+	140.8	0.914	474.000000	435.6	7.0	62.22	0.00e+00	76.81	0.00e+00	0.70
chr11-15	chr11	61766553	61766769	+	140.1	0.895	467.000000	434.2	3.0	144.72	0.00e+00	73.33	0.00e+00	0.71
chr15-8	chr15	62554868	62555084	+	138.8	0.904	494.000000	430.0	3.0	143.33	0.00e+00	85.46	0.00e+00	0.65
chr1-20	chr1	202971698	202971914	+	138.6	0.887	478.000000	429.3	4.0	107.33	0.00e+00	53.82	0.00e+00	0.65
chr19-11	chr19	53798432	53798648	+	138.6	0.945	493.000000	430.7	1.0	430.69	0.00e+00	124.74	0.00e+00	0.64
chr15-10	chr15	44937907	44938123	+	137.7	0.885	471.000000	425.8	3.0	141.94	0.00e+00	57.68	0.00e+00	0.69
chr14-8	chr14	64240324	64240540	+	137.4	0.892	500.000000	426.5	5.0	85.30	0.00e+00	66.27	0.00e+00	0.63
chr17-13	chr17	34442884	34443100	+	137.2	0.834	468.000000	426.5	6.0	71.09	0.00e+00	43.23	0.00e+00	0.70
chr6-18	chr6	72077528	72077744	+	137.0	0.910	491.000000	423.7	0.5	847.49	0.00e+00	68.58	0.00e+00	0.64
chr8-18	chr8	80980764	80980980	+	136.8	0.838	489.000000	423.1	7.0	60.44	0.00e+00	41.78	0.00e+00	0.64
chr1-35	chr1	233315432	233315648	+	135.4	0.875	402.000000	421.0	2.0	210.48	0.00e+00	48.38	0.00e+00	0.86
chr3-14	chr3	146299987	146300203	+	135.2	0.918	460.000000	419.6	1.0	419.58	0.00e+00	65.45	0.00e+00	0.72
chr6-20	chr6	163808460	163808676	+	135.2	0.913	463.000000	419.6	0.5	839.15	0.00e+00	71.12	0.00e+00	0.68
chr9-10	chr9	98699499	98699715	+	134.3	0.840	473.000000	418.2	4.0	104.55	0.00e+00	46.17	0.00e+00	0.66
chr4-19	chr4	129607286	129607502	+	134.1	0.899	464.000000	415.4	6.0	69.23	0.00e+00	52.67	0.00e+00	0.69
chr8-19	chr8	20285640	20285856	+	134.1	0.912	481.000000	416.8	1.0	416.80	0.00e+00	79.13	0.00e+00	0.66
chr8-20	chr8	87442559	87442775	+	133.8	0.899	479.000000	417.5	11.0	37.95	0.00e+00	53.54	0.00e+00	0.67
chr4-22	chr4	176936477	176936693	+	133.4	0.887	425.000000	412.6	0.5	825.26	0.00e+00	50.43	0.00e+00	0.81
chr7-18	chr7	152687011	152687227	+	133.0	0.837	451.000000	411.9	1.0	411.94	0.00e+00	46.42	0.00e+00	0.69
chr5-7	chr5	37848067	37848283	+	132.7	0.880	473.000000	411.9	6.0	68.66	0.00e+00	58.08	0.00e+00	0.64
chr9-12	chr9	1009394	1009610	+	132.5	0.820	462.000000	410.5	2.0	205.27	0.00e+00	51.65	0.00e+00	0.69
chr15-9	chr15	73458164	73458380	+	132.5	0.885	484.000000	410.5	1.0	410.55	0.00e+00	59.51	0.00e+00	0.68
chr6-25	chr6	75981957	75982173	+	132.3	0.896	418.000000	409.2	2.0	204.58	0.00e+00	52.05	0.00e+00	0.82
chr10-10	chr10	21716762	21716978	+	132.1	0.891	479.000000	409.2	1.0	409.16	0.00e+00	62.20	0.00e+00	0.64
chr13-8	chr13	84515887	84516103	+	131.8	0.890	457.000000	408.5	9.0	45.38	0.00e+00	68.50	0.00e+00	0.69
chr13-7	chr13	48646490	48646706	+	131.6	0.875	486.000000	408.5	2.0	204.23	0.00e+00	48.58	0.00e+00	0.63
chr4-18	chr4	123698198	123698414	+	131.2	0.881	472.000000	406.4	5.0	81.28	0.00e+00	57.99	0.00e+00	0.67
chr6-19	chr6	149657801	149658017	+	131.2	0.899	464.000000	405.7	1.0	405.68	0.00e+00	55.36	0.00e+00	0.65
chr10-12	chr10	103650049	103650265	+	131.2	0.897	448.000000	407.8	11.0	37.07	0.00e+00	49.13	0.00e+00	0.68
chr18-1	chr18	7728416	7728632	+	130.7	0.881	475.000000	405.7	2.0	202.84	0.00e+00	65.60	0.00e+00	0.64
chr20-3	chr20	3874140	3874356	+	130.7	0.887	467.000000	405.7	11.0	36.88	0.00e+00	45.79	0.00e+00	0.67
chr8-22	chr8	57818610	57818826	+	130.5	0.875	463.000000	404.3	5.0	80.86	0.00e+00	62.34	0.00e+00	0.68
chr5-8	chr5	135444061	135444277	+	130.3	0.773	472.000000	405.0	6.0	67.50	0.00e+00	41.67	0.00e+00	0.67
chr2-16	chr2	153557797	153558013	+	130.0	0.868	471.000000	402.2	3.0	134.07	0.00e+00	55.46	0.00e+00	0.67
chr8-21	chr8	52837772	52837988	+	129.8	0.898	478.000000	402.2	4.0	100.55	0.00e+00	69.12	0.00e+00	0.64
chr18-2	chr18	55647905	55648121	+	129.8	0.908	469.000000	401.5	3.0	133.84	0.00e+00	68.21	0.00e+00	0.66
chr6-33	chr6	110203422	110203638	+	129.6	0.894	358.000000	402.9	3.0	134.30	0.00e+00	58.12	0.00e+00	0.97
chr1-22	chr1	204478590	204478806	+	128.5	0.862	466.000000	397.3	8.0	49.67	0.00e+00	50.68	0.00e+00	0.66
chr17-15	chr17	28367743	28367959	+	128.5	0.871	409.000000	400.1	3.0	133.38	0.00e+00	53.24	0.00e+00	0.82
chr3-10	chr3	122113112	122113328	+	127.8	0.871	470.000000	395.3	3.0	131.75	0.00e+00	52.74	0.00e+00	0.64
chr10-11	chr10	97099018	97099234	+	127.6	0.878	462.000000	395.3	5.0	79.05	0.00e+00	68.65	0.00e+00	0.66
chr2-20	chr2	72108089	72108305	+	127.3	0.916	445.000000	394.6	6.0	65.76	0.00e+00	61.01	0.00e+00	0.69
chr11-16	chr11	34707038	34707254	+	127.3	0.907	462.000000	393.9	5.0	78.77	0.00e+00	75.63	0.00e+00	0.66
chr8-23	chr8	67502606	67502822	+	127.1	0.871	455.000000	393.9	9.0	43.76	0.00e+00	40.25	0.00e+00	0.65
chr14-10	chr14	89895229	89895445	+	127.1	0.858	459.000000	393.2	3.0	131.06	0.00e+00	51.54	0.00e+00	0.66
chr2-17	chr2	70797311	70797527	+	126.9	0.878	468.000000	392.5	3.0	130.83	0.00e+00	54.68	0.00e+00	0.65
chr5-9	chr5	72532444	72532660	+	126.9	0.881	448.000000	393.2	3.0	131.06	0.00e+00	65.87	0.00e+00	0.67
chr7-15	chr7	52251797	52252013	+	126.9	0.866	466.000000	393.9	4.0	98.47	0.00e+00	67.87	0.00e+00	0.65
chr7-16	chr7	91235218	91235434	+	126.9	0.824	456.000000	393.2	5.0	78.64	0.00e+00	44.30	0.00e+00	0.67
chr3-12	chr3	124110928	124111144	+	126.7	0.890	461.000000	393.2	2.0	196.59	0.00e+00	74.00	0.00e+00	0.67
chr3-13	chr3	148909801	148910017	+	126.2	0.880	461.000000	391.1	6.0	65.18	0.00e+00	56.68	0.00e+00	0.66
chr7-14	chr7	77373398	77373614	+	126.2	0.878	471.000000	392.5	7.0	56.07	0.00e+00	69.67	0.00e+00	0.62
chr2-18	chr2	144860054	144860270	+	125.5	0.904	466.000000	388.3	8.0	48.54	0.00e+00	76.33	0.00e+00	0.66
chr3-11	chr3	53303983	53304199	+	125.3	0.916	466.000000	387.6	4.0	96.91	0.00e+00	76.93	0.00e+00	0.66
chr1-23	chr1	180485248	180485464	+	124.9	0.781	458.000000	387.6	4.0	96.91	0.00e+00	44.05	0.00e+00	0.66
chr18-3	chr18	7733758	7733974	+	124.4	0.913	433.000000	386.2	1.0	386.23	0.00e+00	61.71	0.00e+00	0.72
chr15-12	chr15	89164427	89164643	+	124.2	0.878	446.000000	384.1	4.0	96.04	0.00e+00	61.95	0.00e+00	0.68
chr10-13	chr10	114475949	114476165	+	124.0	0.863	439.000000	385.5	7.0	55.08	0.00e+00	36.21	0.00e+00	0.67
chr1-25	chr1	68152356	68152572	+	123.5	0.902	445.000000	384.1	7.0	54.88	0.00e+00	41.46	0.00e+00	0.68
chr19-12	chr19	9150456	9150672	+	123.5	0.865	457.000000	382.8	9.0	42.53	0.00e+00	65.25	0.00e+00	0.67
chr11-17	chr11	119895728	119895944	+	123.1	0.866	444.000000	382.1	1.0	382.07	0.00e+00	56.74	0.00e+00	0.67
chr16-8	chr16	25580379	25580595	+	122.8	0.885	452.000000	381.4	0.5	762.74	0.00e+00	66.40	0.00e+00	0.68
chr6-21	chr6	152635215	152635431	+	122.2	0.858	441.000000	377.9	7.0	53.99	0.00e+00	51.99	0.00e+00	0.66
chr7-19	chr7	25010917	25011133	+	122.2	0.920	445.000000	378.6	10.0	37.86	0.00e+00	54.18	0.00e+00	0.68
chr5-10	chr5	73943027	73943243	+	121.9	0.871	443.000000	377.9	5.0	75.58	0.00e+00	53.70	0.00e+00	0.68
chrX-2	chrX	42835983	42836199	+	121.9	0.929	413.000000	377.2	1.0	377.20	0.00e+00	82.70	0.00e+00	0.76
chr4-21	chr4	7703954	7704170	+	121.3	0.849	436.000000	375.1	2.0	187.56	0.00e+00	15.65	0.00e+00	0.72
chr14-11	chr14	69454986	69455202	+	121.3	0.841	428.000000	375.1	2.0	187.56	0.00e+00	52.02	0.00e+00	0.73
chr20-4	chr20	46621875	46622091	+	121.3	0.887	443.000000	375.1	4.0	93.78	0.00e+00	69.70	0.00e+00	0.67
chr2-19	chr2	193409475	193409691	+	120.8	0.870	450.000000	373.7	7.0	53.39	0.00e+00	58.30	0.00e+00	0.65
chr9-13	chr9	6864516	6864732	+	120.6	0.911	447.000000	373.7	2.0	186.86	0.00e+00	66.75	0.00e+00	0.68
chr8-27	chr8	31030042	31030258	+	120.2	0.865	428.000000	373.0	6.0	62.17	0.00e+00	56.38	0.00e+00	0.70
chr15-11	chr15	31442961	31443177	+	120.2	0.883	447.000000	371.6	4.0	92.91	0.00e+00	73.12	0.00e+00	0.68
chr16-9	chr16	28005019	28005235	+	120.2	0.861	442.000000	373.7	2.0	186.86	0.00e+00	59.59	0.00e+00	0.66
chr17-14	chr17	61259464	61259680	+	119.9	0.854	454.000000	373.0	8.0	46.63	0.00e+00	46.75	0.00e+00	0.66
chr9-14	chr9	84207203	84207419	+	119.5	0.863	421.000000	371.6	3.0	123.88	0.00e+00	59.14	0.00e+00	0.74
chr4-23	chr4	187841747	187841963	+	119.3	0.888	420.000000	370.3	9.0	41.14	0.00e+00	45.60	0.00e+00	0.70
chr7-17	chr7	18460505	18460721	+	119.0	0.882	451.000000	369.6	6.0	61.59	0.00e+00	48.37	0.00e+00	0.64
chr12-21	chr12	124052127	124052343	+	119.0	0.877	414.000000	368.2	3.0	122.72	0.00e+00	61.68	0.00e+00	0.78
chr1-24	chr1	187599842	187600058	+	118.8	0.904	446.000000	368.2	5.0	73.63	0.00e+00	62.93	0.00e+00	0.66
chr8-24	chr8	50023071	50023287	+	118.4	0.889	440.000000	366.8	2.0	183.39	0.00e+00	87.99	0.00e+00	0.67
chr6-23	chr6	36634930	36635146	+	117.9	0.914	429.000000	364.7	8.0	45.59	0.00e+00	62.95	0.00e+00	0.71
chr10-14	chr10	24577836	24578052	+	117.9	0.839	429.000000	364.7	4.0	91.17	0.00e+00	58.95	0.00e+00	0.69
chr8-30	chr8	142019059	142019275	+	117.5	0.883	377.000000	364.7	3.0	121.57	0.00e+00	46.51	0.00e+00	0.84
chr6-24	chr6	85546018	85546234	+	117.2	0.862	427.000000	362.6	5.0	72.52	0.00e+00	59.54	0.00e+00	0.70
chr2-21	chr2	147454820	147455036	+	117.0	0.873	441.000000	362.6	1.0	362.61	0.00e+00	72.58	0.00e+00	0.66
chr2-22	chr2	212429227	212429443	+	117.0	0.894	426.000000	362.6	5.0	72.52	0.00e+00	70.54	0.00e+00	0.68
chr13-18	chr13	115109613	115109829	+	117.0	0.955	294.000000	361.9	2.0	180.96	0.00e+00	105.13	0.00e+00	1.22
chr3-17	chr3	30135171	30135387	+	116.6	0.875	436.000000	360.5	8.0	45.07	0.00e+00	58.24	0.00e+00	0.67
chr3-15	chr3	132345831	132346047	+	116.6	0.870	447.000000	361.2	2.0	180.61	0.00e+00	51.55	0.00e+00	0.67
chr3-16	chr3	190875480	190875696	+	116.6	0.841	441.000000	360.5	7.0	51.50	0.00e+00	46.80	0.00e+00	0.65
chr7-21	chr7	134530247	134530463	+	116.3	0.894	414.000000	360.5	8.0	45.07	0.00e+00	61.34	0.00e+00	0.70
chr5-12	chr5	86538093	86538309	+	116.1	0.921	438.000000	359.8	8.0	44.98	0.00e+00	59.19	0.00e+00	0.66
chr12-29	chr12	50564212	50564428	+	115.9	0.923	374.000000	358.4	4.0	89.61	0.00e+00	67.69	0.00e+00	0.82
chr12-19	chr12	93367498	93367714	+	115.9	0.866	435.000000	359.1	7.0	51.31	0.00e+00	62.20	0.00e+00	0.69
chr15-13	chr15	33437835	33438051	+	115.9	0.863	419.000000	358.4	3.0	119.48	0.00e+00	52.65	0.00e+00	0.71
chr1-27	chr1	28678865	28679081	+	115.4	0.897	424.000000	357.1	8.0	44.63	0.00e+00	76.48	0.00e+00	0.70
chr2-23	chr2	137133261	137133477	+	115.4	0.841	423.000000	359.1	1.0	359.14	0.00e+00	43.23	0.00e+00	0.69
chr5-11	chr5	57131129	57131345	+	115.2	0.892	438.000000	356.4	6.0	59.39	0.00e+00	52.61	0.00e+00	0.66
chr22-2	chr22	50154024	50154240	+	115.2	0.860	419.000000	357.1	5.0	71.41	0.00e+00	67.69	0.00e+00	0.68
chr3-18	chr3	48473997	48474213	+	115.0	0.889	430.000000	357.1	3.0	119.02	0.00e+00	45.08	0.00e+00	0.69
chr4-20	chr4	39168763	39168979	+	114.8	0.802	438.000000	355.7	4.0	88.92	0.00e+00	42.82	0.00e+00	0.67
chr3-21	chr3	183078795	183079011	+	114.5	0.887	386.000000	355.7	1.0	355.67	0.00e+00	59.95	0.00e+00	0.81
chr1-28	chr1	66866456	66866672	+	114.3	0.793	424.000000	355.7	7.0	50.81	0.00e+00	43.88	0.00e+00	0.70
chr11-18	chr11	86046543	86046759	+	114.1	0.897	416.000000	352.9	6.0	58.81	0.00e+00	58.68	0.00e+00	0.71
chr22-1	chr22	29379256	29379472	+	113.9	0.813	431.000000	355.7	2.0	177.83	0.00e+00	36.43	0.00e+00	0.66
chr5-13	chr5	52786604	52786820	+	113.6	0.882	434.000000	352.9	4.0	88.22	0.00e+00	66.57	0.00e+00	0.66
chr5-14	chr5	99517733	99517949	+	113.4	0.862	434.000000	350.8	5.0	70.16	0.00e+00	59.44	0.00e+00	0.68
chr1-37	chr1	207880737	207880953	+	113.2	0.868	397.000000	355.7	4.0	88.92	0.00e+00	49.08	0.00e+00	0.78
chr5-15	chr5	10528609	10528825	+	113.2	0.879	427.000000	350.8	2.0	175.40	0.00e+00	43.52	0.00e+00	0.66
chr6-22	chr6	127907554	127907770	+	113.2	0.889	438.000000	350.1	4.0	87.53	0.00e+00	51.77	0.00e+00	0.65
chr1-26	chr1	93688952	93689168	+	113.0	0.853	430.000000	351.5	3.0	117.17	0.00e+00	39.43	0.00e+00	0.70
chrX-3	chrX	150712286	150712502	+	113.0	0.919	403.000000	349.4	1.0	349.42	0.00e+00	111.16	0.00e+00	0.75
chr1-31	chr1	117421822	117422038	+	112.7	0.852	417.000000	349.4	4.0	87.35	0.00e+00	47.75	0.00e+00	0.66
chr1-30	chr1	201438187	201438403	+	112.5	0.925	418.000000	349.4	5.0	69.88	0.00e+00	64.90	0.00e+00	0.71
chr7-20	chr7	43617153	43617369	+	112.3	0.918	422.000000	348.7	6.0	58.12	0.00e+00	62.79	0.00e+00	0.68
chr10-15	chr10	125298456	125298672	+	112.3	0.851	418.000000	347.3	4.0	86.83	0.00e+00	43.60	0.00e+00	0.67
chr13-9	chr13	76146030	76146246	+	112.3	0.879	411.000000	348.0	4.0	87.01	0.00e+00	45.36	0.00e+00	0.71
chr1-29	chr1	235838435	235838651	+	112.1	0.902	422.000000	348.0	5.0	69.61	0.00e+00	49.69	0.00e+00	0.67
chr12-20	chr12	92296775	92296991	+	112.1	0.836	433.000000	346.6	3.0	115.55	0.00e+00	47.58	0.00e+00	0.68
chr4-24	chr4	125834732	125834948	+	111.6	0.843	414.000000	345.2	3.0	115.08	0.00e+00	42.03	0.00e+00	0.68
chr6-26	chr6	48078836	48079052	+	111.6	0.895	410.000000	345.9	1.0	345.94	0.00e+00	58.08	0.00e+00	0.71
chr1-33	chr1	23919176	23919392	+	111.2	0.854	414.000000	345.9	6.0	57.66	0.00e+00	46.88	0.00e+00	0.70
chr8-28	chr8	140907046	140907262	+	111.2	0.882	415.000000	345.2	4.0	86.31	0.00e+00	60.56	0.00e+00	0.71
chr15-15	chr15	35024713	35024929	+	111.2	0.882	410.000000	344.6	1.0	344.55	0.00e+00	58.03	0.00e+00	0.72
chr2-25	chr2	236233863	236234079	+	110.9	0.889	412.000000	343.2	2.0	171.58	0.00e+00	53.67	0.00e+00	0.69
chr4-26	chr4	77309683	77309899	+	109.8	0.880	406.000000	340.4	5.0	68.08	0.00e+00	54.30	0.00e+00	0.69
chr1-32	chr1	41948001	41948217	+	109.1	0.861	416.000000	339.7	1.0	339.69	0.00e+00	55.50	0.00e+00	0.72
chr14-12	chr14	71331827	71332043	+	109.1	0.900	405.000000	337.6	8.0	42.20	0.00e+00	67.07	0.00e+00	0.70
chr16-10	chr16	24393202	24393418	+	108.5	0.887	406.000000	339.0	3.0	113.00	0.00e+00	78.61	0.00e+00	0.72
chr2-24	chr2	133300840	133301056	+	108.0	0.919	416.000000	334.8	3.0	111.61	0.00e+00	73.05	0.00e+00	0.68
chr17-18	chr17	71610483	71610699	+	108.0	0.926	374.000000	334.1	5.0	66.83	0.00e+00	78.00	0.00e+00	0.77
chr12-22	chr12	110778702	110778918	+	107.6	0.893	407.000000	333.4	4.0	83.36	0.00e+00	53.58	0.00e+00	0.70
chr1-36	chr1	244402794	244403010	+	107.3	0.887	401.000000	332.0	3.0	110.68	0.00e+00	58.92	0.00e+00	0.71
chr5-16	chr5	56790604	56790820	+	106.7	0.909	413.000000	330.7	11.0	30.06	0.00e+00	54.84	0.00e+00	0.68
chr1-34	chr1	72466577	72466793	+	106.5	0.901	404.000000	329.3	1.0	329.27	0.00e+00	63.46	0.00e+00	0.69
chr9-15	chr9	34072498	34072714	+	106.2	0.908	406.000000	328.6	5.0	65.72	0.00e+00	68.57	0.00e+00	0.71
chr12-23	chr12	68435934	68436150	+	106.0	0.853	402.000000	327.9	5.0	65.58	0.00e+00	50.09	0.00e+00	0.71
chr18-4	chr18	60239797	60240013	+	106.0	0.863	400.000000	327.9	4.0	81.97	0.00e+00	59.65	0.00e+00	0.72
chr4-25	chr4	97664673	97664889	+	105.6	0.869	410.000000	327.9	2.0	163.94	0.00e+00	49.86	0.00e+00	0.70
chr5-17	chr5	41122665	41122881	+	105.1	0.884	402.000000	325.8	3.0	108.60	0.00e+00	66.21	0.00e+00	0.69
chr14-13	chr14	71543294	71543510	+	105.1	0.887	397.000000	326.5	9.0	36.28	0.00e+00	59.56	0.00e+00	0.71
chr2-26	chr2	118873441	118873657	+	104.9	0.862	392.000000	325.1	2.0	162.55	0.00e+00	42.88	0.00e+00	0.72
chr15-14	chr15	101417753	101417969	+	104.9	0.909	415.000000	325.8	2.0	162.90	0.00e+00	48.96	0.00e+00	0.69
chr1-42	chr1	16886270	16886486	+	104.7	0.876	364.000000	323.7	10.0	32.37	0.00e+00	50.27	0.00e+00	0.80
chr14-15	chr14	23005976	23006192	+	104.4	0.912	390.000000	323.7	5.0	64.74	0.00e+00	63.25	0.00e+00	0.71
chr1-41	chr1	75837638	75837854	+	104.0	0.886	373.000000	322.3	1.0	322.32	0.00e+00	47.44	0.00e+00	0.79
chr13-10	chr13	41976728	41976944	+	104.0	0.901	393.000000	322.3	3.0	107.44	0.00e+00	67.04	0.00e+00	0.69
chrX-4	chrX	47678452	47678668	+	104.0	0.873	400.000000	323.0	3.0	107.67	0.00e+00	36.22	0.00e+00	0.71
chr5-19	chr5	113010884	113011100	+	103.5	0.838	395.000000	321.6	4.0	80.41	0.00e+00	52.37	0.00e+00	0.74
chr6-29	chr6	44653056	44653272	+	103.3	0.892	377.000000	321.6	6.0	53.60	0.00e+00	61.09	0.00e+00	0.74
chr10-16	chr10	120763271	120763487	+	102.9	0.850	386.000000	318.2	5.0	63.63	0.00e+00	45.78	0.00e+00	0.71
chr1-38	chr1	153540049	153540265	+	102.4	0.887	396.000000	318.2	4.0	79.54	0.00e+00	47.16	0.00e+00	0.71
chr1-39	chr1	113305775	113305991	+	102.2	0.847	383.000000	318.9	4.0	79.71	0.00e+00	53.16	0.00e+00	0.73
chr14-16	chr14	70477909	70478125	+	102.2	0.868	387.000000	316.1	3.0	105.36	0.00e+00	58.56	0.00e+00	0.71
chr9-16	chr9	6087365	6087581	+	102.0	0.871	387.000000	316.8	5.0	63.35	0.00e+00	49.56	0.00e+00	0.74
chr12-25	chr12	15688323	15688539	+	102.0	0.880	389.000000	316.1	3.0	105.36	0.00e+00	49.56	0.00e+00	0.67
chr20-5	chr20	48386705	48386921	+	102.0	0.863	399.000000	316.8	3.0	105.59	0.00e+00	47.38	0.00e+00	0.67
chr6-27	chr6	166761443	166761659	+	101.7	0.805	391.000000	314.7	6.0	52.45	0.00e+00	39.58	0.00e+00	0.71
chr12-26	chr12	127380809	127381025	+	101.5	0.882	389.000000	314.0	4.0	78.50	0.00e+00	56.04	0.00e+00	0.68
chr12-24	chr12	59751650	59751866	+	101.3	0.871	394.000000	314.0	5.0	62.80	0.00e+00	35.00	0.00e+00	0.70
chr2-27	chr2	170810563	170810779	+	101.1	0.809	384.000000	313.3	3.0	104.43	0.00e+00	38.24	0.00e+00	0.74
chr14-14	chr14	24139797	24140013	+	101.1	0.853	391.000000	313.3	2.0	156.65	0.00e+00	49.60	0.00e+00	0.70
chr3-20	chr3	42864940	42865156	+	100.8	0.860	393.000000	312.6	5.0	62.52	0.00e+00	50.99	0.00e+00	0.71
chr3-19	chr3	170710686	170710902	+	100.8	0.930	394.000000	311.9	5.0	62.38	0.00e+00	57.34	0.00e+00	0.70
chr5-18	chr5	56363450	56363666	+	100.6	0.880	398.000000	311.2	6.0	51.87	0.00e+00	50.39	0.00e+00	0.71
chr17-16	chr17	80453806	80454022	+	100.6	0.863	385.000000	311.2	7.0	44.46	0.00e+00	40.72	0.00e+00	0.71
chr22-3	chr22	38294841	38295057	+	100.6	0.858	395.000000	312.6	5.0	62.52	0.00e+00	47.65	0.00e+00	0.68
chr6-28	chr6	100284416	100284632	+	100.4	0.866	379.000000	310.5	7.0	44.36	0.00e+00	49.65	0.00e+00	0.71
chr4-27	chr4	168818374	168818590	+	99.9	0.867	387.000000	311.2	6.0	51.87	0.00e+00	48.82	0.00e+00	0.70
chr9-17	chr9	92469177	92469393	+	99.9	0.867	383.000000	309.1	4.0	77.28	0.00e+00	64.36	0.00e+00	0.72
chr7-22	chr7	91677534	91677750	+	99.7	0.806	390.000000	309.1	7.0	44.16	0.00e+00	43.23	0.00e+00	0.69
