# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Sox2
#
# total peaks = 2236
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1717745.0
# Total tags in peaks = 47099.0
# Approximate IP efficiency = 2.74%
# tags per bp = 0.000826
# expected tags per peak = 0.062
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.834966e-07
# FDR tag threshold = 4.0
# number of putative peaks = 101193
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 93712
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 5245
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Sox2 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-244	17	36148702	36148776	+	244.5	0.761	32.000000	42.0	4.0	10.52	2.57e-28	16.35	9.45e-36	1.01
17-185	17	36982357	36982431	+	244.5	0.690	36.000000	42.0	8.0	5.26	2.32e-17	9.68	6.01e-27	0.89
17-220	17	75387681	75387755	+	244.5	0.667	34.000000	42.0	1.0	42.09	2.41e-52	18.52	4.90e-37	0.93
17-192	17	87677791	87677865	+	244.5	0.566	36.000000	44.0	8.0	5.51	7.75e-19	12.84	1.22e-31	0.92
17-268	17	9917206	9917280	+	238.7	0.643	30.000000	41.0	2.0	20.54	8.62e-39	20.47	9.81e-39	1.02
17-253	17	15832665	15832739	+	238.7	0.686	31.000000	42.0	3.0	14.03	3.85e-33	17.36	4.15e-35	1.03
17-240	17	27653374	27653448	+	238.7	0.616	32.000000	41.0	3.0	13.69	5.40e-32	17.39	5.61e-36	0.96
17-200	17	43363902	43363976	+	238.7	0.648	35.000000	41.0	2.0	20.54	8.62e-39	14.70	3.58e-33	0.90
17-260	17	43712161	43712235	+	238.7	0.687	31.000000	41.0	3.0	13.69	5.40e-32	15.46	5.26e-34	0.99
17-216	17	48814951	48815025	+	238.7	0.522	34.000000	41.0	5.0	8.22	9.65e-24	15.64	3.39e-34	0.93
17-217	17	49048088	49048162	+	238.7	0.616	34.000000	41.0	2.0	20.54	8.62e-39	17.64	2.22e-35	0.94
17-319	17	49607782	49607856	+	238.7	0.658	28.000000	41.0	3.0	13.69	5.40e-32	25.84	1.06e-42	1.09
17-247	17	74773673	74773747	+	238.7	0.528	32.000000	42.0	4.0	10.52	2.57e-28	13.60	7.08e-32	1.02
17-222	17	83477369	83477443	+	238.7	0.773	34.000000	42.0	2.0	21.04	4.09e-40	16.75	1.58e-34	0.97
17-265	17	88511132	88511206	+	238.7	0.552	31.000000	41.0	2.0	20.54	8.62e-39	11.16	1.21e-28	0.99
17-286	17	90843439	90843513	+	238.7	0.778	30.000000	41.0	3.0	13.69	5.40e-32	12.50	4.44e-29	1.01
17-224	17	5007417	5007491	+	232.9	0.484	33.000000	40.0	5.0	8.02	7.95e-23	19.04	1.24e-36	0.94
17-266	17	7203510	7203584	+	232.9	0.681	30.000000	40.0	3.0	13.36	7.41e-31	14.79	1.70e-32	1.07
17-243	17	33892534	33892608	+	232.9	0.711	32.000000	40.0	3.0	13.36	7.41e-31	13.73	1.50e-30	0.95
17-199	17	37027706	37027780	+	232.9	0.778	35.000000	40.0	3.0	13.36	7.41e-31	8.61	6.46e-24	0.88
17-277	17	39063813	39063887	+	232.9	0.853	30.000000	40.0	3.0	13.36	7.41e-31	18.32	5.40e-36	1.07
17-231	17	43458841	43458915	+	232.9	0.729	33.000000	42.0	0.5	84.17	9.01e-65	21.61	1.01e-38	0.94
17-206	17	85487111	85487185	+	232.9	0.792	35.000000	40.0	3.0	13.36	7.41e-31	13.99	7.58e-31	0.86
17-237	17	10514842	10514916	+	227.0	0.802	32.000000	39.0	1.0	39.08	1.67e-47	17.80	1.13e-34	0.95
17-365	17	13338133	13338207	+	227.0	0.978	26.000000	39.0	1.0	39.08	1.67e-47	64.51	8.00e-56	1.17
17-214	17	33139369	33139443	+	227.0	0.787	34.000000	39.0	8.0	4.89	3.20e-15	16.98	6.39e-34	0.86
17-229	17	35837164	35837238	+	227.0	0.655	33.000000	40.0	5.0	8.02	7.95e-23	5.92	6.94e-18	0.98
17-279	17	52563737	52563811	+	227.0	0.774	30.000000	39.0	5.0	7.82	6.40e-22	21.49	8.72e-37	0.99
17-233	17	57171056	57171130	+	227.0	0.753	33.000000	39.0	4.0	9.77	2.80e-25	18.24	4.57e-35	0.89
17-245	17	57672206	57672280	+	227.0	0.675	32.000000	39.0	3.0	13.03	9.93e-30	24.81	4.84e-40	0.95
17-234	17	65702344	65702418	+	227.0	0.602	33.000000	39.0	2.0	19.54	3.56e-36	12.00	1.89e-28	0.89
17-178	17	78885752	78885826	+	227.0	0.762	37.000000	39.0	3.0	13.03	9.93e-30	12.71	2.40e-29	0.82
17-249	17	87601818	87601892	+	227.0	0.697	32.000000	39.0	6.0	6.51	2.97e-19	12.29	8.12e-29	0.92
17-303	17	88468929	88469003	+	227.0	0.976	29.000000	39.0	2.0	19.54	3.56e-36	13.97	4.44e-30	1.03
17-209	17	90844100	90844174	+	227.0	0.776	35.000000	40.0	3.0	13.36	7.41e-31	13.13	7.42e-30	0.89
17-304	17	7206902	7206976	+	221.2	0.672	28.000000	38.0	4.0	9.52	2.75e-24	13.74	7.96e-30	1.03
17-226	17	26997823	26997897	+	221.2	0.672	33.000000	38.0	2.0	19.04	6.96e-35	14.13	2.99e-30	0.90
17-274	17	27827737	27827811	+	221.2	0.742	30.000000	38.0	2.0	19.04	6.96e-35	13.09	2.30e-28	0.97
17-258	17	31313375	31313449	+	221.2	0.710	31.000000	38.0	1.0	38.08	6.52e-46	15.52	1.06e-31	0.96
17-259	17	34949951	34950025	+	221.2	0.629	31.000000	38.0	4.0	9.52	2.75e-24	6.51	8.39e-19	0.93
17-215	17	35548776	35548850	+	221.2	0.692	34.000000	38.0	1.0	38.08	6.52e-46	13.30	2.48e-29	0.90
17-230	17	40584058	40584132	+	221.2	0.811	33.000000	38.0	3.0	12.69	1.30e-28	21.49	8.72e-37	0.87
17-221	17	76500016	76500090	+	221.2	0.535	34.000000	38.0	5.0	7.62	5.02e-21	13.78	7.23e-30	0.90
17-284	17	81079994	81080068	+	221.2	0.804	30.000000	38.0	2.0	19.04	6.96e-35	22.15	2.89e-37	0.99
17-205	17	84639949	84640023	+	221.2	0.900	35.000000	39.0	5.0	7.82	6.40e-22	15.81	5.42e-32	0.90
17-250	17	90244473	90244547	+	221.2	0.571	32.000000	38.0	0.5	76.16	3.91e-57	20.61	3.97e-36	0.96
17-305	17	9610570	9610644	+	215.4	0.750	28.000000	37.0	3.0	12.36	1.65e-27	21.76	4.70e-36	1.08
17-257	17	29385944	29386018	+	215.4	0.725	31.000000	37.0	3.0	12.36	1.65e-27	13.49	8.26e-29	0.91
17-242	17	31811473	31811547	+	215.4	0.625	32.000000	37.0	3.0	12.36	1.65e-27	8.48	1.77e-21	0.89
17-292	17	62111881	62111955	+	215.4	0.827	29.000000	37.0	3.0	12.36	1.65e-27	9.08	5.11e-23	1.00
17-261	17	63829170	63829244	+	215.4	0.779	31.000000	37.0	2.0	18.54	1.33e-33	13.31	1.32e-28	0.97
17-262	17	69277653	69277727	+	215.4	0.839	31.000000	37.0	3.0	12.36	1.65e-27	7.22	2.65e-18	0.87
17-349	17	69787154	69787228	+	215.4	0.719	27.000000	37.0	6.0	6.18	1.24e-17	18.68	7.43e-33	1.06
17-350	17	70806813	70806887	+	215.4	0.828	27.000000	37.0	3.0	12.36	1.65e-27	13.45	9.08e-29	1.08
17-246	17	73156712	73156786	+	215.4	0.629	32.000000	37.0	3.0	12.36	1.65e-27	21.86	4.01e-36	0.91
17-283	17	79342786	79342860	+	215.4	0.645	30.000000	37.0	3.0	12.36	1.65e-27	9.16	1.47e-22	0.95
17-387	17	84716458	84716532	+	215.4	0.696	26.000000	37.0	3.0	12.36	1.65e-27	7.53	7.63e-20	1.10
17-269	17	10432938	10433012	+	209.6	0.632	30.000000	37.0	4.0	9.27	2.62e-23	10.63	1.17e-24	0.95
17-254	17	17628358	17628432	+	209.6	0.810	31.000000	37.0	4.0	9.27	2.62e-23	10.18	2.03e-23	0.89
17-270	17	18520502	18520576	+	209.6	0.830	30.000000	36.0	2.0	18.04	2.46e-32	12.03	2.01e-26	0.95
17-289	17	21792385	21792459	+	209.6	0.608	29.000000	36.0	1.0	36.07	9.20e-43	19.37	2.18e-33	0.95
17-337	17	27602965	27603039	+	209.6	0.683	27.000000	36.0	4.0	9.02	2.44e-22	14.84	1.82e-29	1.06
17-227	17	28785244	28785318	+	209.6	0.726	33.000000	37.0	2.0	18.54	1.33e-33	8.48	1.77e-21	0.89
17-275	17	34952402	34952476	+	209.6	0.571	30.000000	37.0	7.0	5.30	1.41e-15	6.33	1.64e-17	0.95
17-372	17	35509457	35509531	+	209.6	0.592	26.000000	36.0	4.0	9.02	2.44e-22	5.92	1.24e-16	1.06
17-383	17	66223889	66223963	+	209.6	0.686	26.000000	36.0	4.0	9.02	2.44e-22	14.84	1.82e-29	1.10
17-282	17	71598042	71598116	+	209.6	0.672	30.000000	36.0	5.0	7.21	2.86e-19	12.84	2.31e-27	0.92
17-297	17	74527383	74527457	+	209.6	0.603	29.000000	36.0	8.0	4.51	3.52e-13	9.43	5.72e-23	0.98
17-325	17	79365158	79365232	+	209.6	0.639	28.000000	36.0	8.0	4.51	3.52e-13	12.18	1.32e-26	1.02
17-264	17	80785590	80785664	+	209.6	0.526	31.000000	36.0	1.0	36.07	9.20e-43	13.69	2.73e-28	0.95
17-248	17	83861990	83862064	+	209.6	0.694	32.000000	36.0	5.0	7.21	2.86e-19	12.98	1.61e-27	0.86
17-285	17	84011945	84012019	+	209.6	0.762	30.000000	36.0	2.0	18.04	2.46e-32	13.77	2.25e-28	0.92
17-306	17	12999409	12999483	+	203.8	0.566	28.000000	36.0	1.0	36.07	9.20e-43	8.79	7.56e-21	1.01
17-255	17	23789950	23790024	+	203.8	0.773	31.000000	35.0	1.0	35.07	3.32e-41	8.91	4.98e-21	0.87
17-239	17	26547873	26547947	+	203.8	0.656	32.000000	35.0	0.5	70.14	1.59e-51	11.69	1.18e-24	0.84
17-336	17	27178975	27179049	+	203.8	0.577	27.000000	35.0	6.0	5.85	4.65e-16	16.14	6.89e-30	0.99
17-273	17	27800167	27800241	+	203.8	0.623	30.000000	35.0	7.0	5.01	3.91e-14	10.71	1.76e-23	0.90
17-367	17	28500693	28500767	+	203.8	0.768	26.000000	35.0	3.0	11.69	2.46e-25	13.95	8.11e-28	1.03
17-310	17	28927419	28927493	+	203.8	0.739	28.000000	35.0	5.0	7.01	2.07e-18	10.78	6.37e-23	0.98
17-341	17	33991990	33992064	+	203.8	0.683	27.000000	35.0	3.0	11.69	2.46e-25	20.05	5.21e-33	1.07
17-429	17	47349909	47349983	+	203.8	0.696	24.000000	35.0	1.0	35.07	3.32e-41	15.57	1.39e-28	1.14
17-280	17	55789217	55789291	+	203.8	0.613	30.000000	35.0	2.0	17.54	4.45e-31	22.27	1.35e-33	0.94
17-322	17	69277223	69277297	+	203.8	0.603	28.000000	35.0	7.0	5.01	3.91e-14	7.41	3.92e-19	0.99
17-263	17	74688743	74688817	+	203.8	0.652	31.000000	35.0	3.0	11.69	2.46e-25	13.62	1.76e-27	0.89
17-390	17	87613550	87613624	+	203.8	0.687	26.000000	35.0	5.0	7.01	2.07e-18	11.52	3.93e-25	1.07
17-393	17	10047027	10047101	+	197.9	0.712	25.000000	34.0	3.0	11.36	2.88e-24	18.58	3.50e-30	1.16
17-397	17	28567748	28567822	+	197.9	0.754	25.000000	34.0	2.0	17.04	7.82e-30	14.37	1.76e-27	1.14
17-340	17	31934078	31934152	+	197.9	0.667	27.000000	34.0	2.0	17.04	7.82e-30	19.65	7.91e-32	1.01
17-312	17	33536746	33536820	+	197.9	0.685	28.000000	34.0	3.0	11.36	2.88e-24	17.19	3.96e-29	0.95
17-276	17	36976571	36976645	+	197.9	0.810	30.000000	34.0	0.5	68.14	1.12e-49	6.94	8.42e-18	0.94
17-324	17	79003235	79003309	+	197.9	0.710	28.000000	34.0	3.0	11.36	2.88e-24	13.60	5.49e-26	0.95
17-299	17	80574730	80574804	+	197.9	0.703	29.000000	34.0	5.0	6.81	1.46e-17	12.37	9.99e-25	0.95
17-411	17	84758568	84758642	+	197.9	0.821	25.000000	34.0	4.0	8.52	1.94e-20	12.50	1.45e-25	1.05
17-357	17	93905830	93905904	+	197.9	0.566	27.000000	34.0	1.0	34.07	1.16e-39	14.46	8.42e-27	1.02
17-267	17	9202642	9202716	+	192.1	0.676	30.000000	33.0	5.0	6.61	9.99e-17	14.75	2.67e-26	0.92
17-362	17	10441637	10441711	+	192.1	0.583	26.000000	33.0	5.0	6.61	9.99e-17	15.65	7.30e-28	0.98
17-238	17	16727125	16727199	+	192.1	0.857	32.000000	33.0	4.0	8.27	1.66e-19	22.98	4.37e-33	0.82
17-307	17	17408222	17408296	+	192.1	0.677	28.000000	33.0	2.0	16.53	1.33e-28	10.37	2.03e-22	0.95
17-395	17	17738827	17738901	+	192.1	0.532	25.000000	33.0	5.0	6.61	9.99e-17	6.86	3.62e-17	1.02
17-309	17	24022846	24022920	+	192.1	0.661	28.000000	33.0	2.0	16.53	1.33e-28	13.62	2.92e-25	0.96
17-272	17	25755321	25755395	+	192.1	0.836	30.000000	34.0	6.0	5.68	2.74e-15	9.97	6.63e-22	0.95
17-506	17	32563421	32563495	+	192.1	0.610	22.000000	33.0	4.0	8.27	1.66e-19	21.41	4.12e-32	1.16
17-402	17	36149017	36149091	+	192.1	0.702	25.000000	33.0	2.0	16.53	1.33e-28	12.62	5.43e-25	1.02
17-316	17	43558841	43558915	+	192.1	0.627	28.000000	33.0	3.0	11.02	3.28e-23	12.17	8.14e-24	0.92
17-281	17	63813690	63813764	+	192.1	0.583	30.000000	33.0	4.0	8.27	1.66e-19	16.60	1.17e-28	0.91
17-359	17	4967356	4967430	+	186.3	0.765	26.000000	33.0	2.0	16.53	1.33e-28	12.03	5.57e-23	0.97
17-327	17	5089382	5089456	+	186.3	0.644	27.000000	32.0	7.0	4.58	4.60e-12	11.51	4.21e-23	0.92
17-329	17	8430054	8430128	+	186.3	0.542	27.000000	32.0	2.0	16.03	2.21e-27	13.75	2.19e-25	0.96
17-331	17	13380222	13380296	+	186.3	0.986	27.000000	32.0	6.0	5.34	8.67e-14	45.05	3.30e-41	0.92
17-271	17	20306679	20306753	+	186.3	0.818	30.000000	32.0	2.0	16.03	2.21e-27	20.86	7.60e-31	0.86
17-311	17	31425936	31426010	+	186.3	0.758	28.000000	32.0	3.0	10.69	3.63e-22	9.02	1.85e-19	0.90
17-314	17	36982013	36982087	+	186.3	0.619	28.000000	33.0	4.0	8.27	1.66e-19	7.18	3.02e-17	0.92
17-378	17	42874169	42874243	+	186.3	0.707	26.000000	32.0	2.0	16.03	2.21e-27	11.17	9.96e-23	0.96
17-347	17	56877089	56877163	+	186.3	0.740	27.000000	32.0	4.0	8.02	1.38e-18	10.91	1.98e-22	0.96
17-320	17	66104189	66104263	+	186.3	0.706	28.000000	32.0	3.0	10.69	3.63e-22	7.80	2.99e-18	0.89
17-348	17	66108321	66108395	+	186.3	0.607	27.000000	32.0	6.0	5.34	8.67e-14	8.84	8.62e-20	0.92
17-296	17	72839975	72840049	+	186.3	0.540	29.000000	32.0	4.0	8.02	1.38e-18	14.65	3.28e-26	0.86
17-408	17	74924138	74924212	+	186.3	0.560	25.000000	33.0	1.0	33.07	3.97e-38	13.32	5.67e-25	1.04
17-385	17	80124278	80124352	+	186.3	0.660	26.000000	32.0	1.0	32.07	1.31e-36	12.66	1.29e-23	0.97
17-326	17	83668397	83668471	+	186.3	0.607	28.000000	33.0	5.0	6.61	9.99e-17	7.60	2.01e-17	0.93
17-353	17	83753465	83753539	+	186.3	0.767	27.000000	32.0	1.0	32.07	1.31e-36	6.23	1.47e-15	0.96
17-301	17	87809729	87809803	+	186.3	0.629	29.000000	33.0	6.0	5.51	1.56e-14	18.49	2.97e-29	0.89
17-354	17	88511390	88511464	+	186.3	0.710	27.000000	32.0	5.0	6.41	6.64e-16	8.71	1.30e-19	0.96
17-488	17	90271760	90271834	+	186.3	0.914	23.000000	32.0	2.0	16.03	2.21e-27	15.57	2.06e-25	1.07
17-287	17	93324374	93324448	+	186.3	0.661	30.000000	32.0	3.0	10.69	3.63e-22	14.76	1.57e-25	0.83
17-332	17	15207272	15207346	+	180.5	0.574	27.000000	31.0	1.0	31.06	4.21e-35	4.41	5.22e-11	0.90
17-334	17	17196312	17196386	+	180.5	0.946	27.000000	31.0	5.0	6.21	4.28e-15	15.33	3.19e-25	0.90
17-419	17	25561408	25561482	+	180.5	0.745	24.000000	31.0	1.0	31.06	4.21e-35	17.84	6.25e-28	1.05
17-241	17	30262141	30262215	+	180.5	0.673	32.000000	32.0	4.0	8.02	1.38e-18	15.96	1.60e-26	0.78
17-313	17	35838423	35838497	+	180.5	0.734	28.000000	32.0	3.0	10.69	3.63e-22	4.97	1.33e-12	0.90
17-374	17	35866023	35866097	+	180.5	0.700	26.000000	31.0	5.0	6.21	4.28e-15	7.98	5.27e-18	0.93
17-315	17	37026622	37026696	+	180.5	0.729	28.000000	31.0	3.0	10.35	3.89e-21	6.22	1.12e-14	0.87
17-377	17	41070993	41071067	+	180.5	0.547	26.000000	31.0	2.0	15.53	3.55e-26	19.35	5.70e-29	0.93
17-345	17	52097383	52097457	+	180.5	0.771	27.000000	31.0	1.0	31.06	4.21e-35	32.82	8.08e-36	0.90
17-293	17	66419515	66419589	+	180.5	0.678	29.000000	31.0	3.0	10.35	3.89e-21	10.33	4.13e-21	0.83
17-323	17	75521465	75521539	+	180.5	0.680	28.000000	31.0	3.0	10.35	3.89e-21	16.01	9.40e-26	0.87
17-300	17	80809464	80809538	+	180.5	0.647	29.000000	31.0	5.0	6.21	4.28e-15	13.15	4.38e-24	0.86
17-352	17	83166708	83166782	+	180.5	0.709	27.000000	31.0	3.0	10.35	3.89e-21	16.21	1.01e-26	0.90
17-409	17	83579117	83579191	+	180.5	0.667	25.000000	31.0	1.0	31.06	4.21e-35	13.95	7.91e-25	0.97
17-943	17	6479655	6479729	+	174.6	0.968	16.000000	30.0	6.0	5.01	2.43e-12	18.73	1.11e-27	1.47
17-412	17	11962952	11963026	+	174.6	0.696	24.000000	30.0	4.0	7.52	8.66e-17	14.37	1.12e-23	0.99
17-364	17	12115237	12115311	+	174.6	0.700	26.000000	30.0	2.0	15.03	5.53e-25	10.26	2.14e-20	0.94
17-333	17	16219819	16219893	+	174.6	0.824	27.000000	31.0	4.0	7.77	1.11e-17	14.76	5.44e-24	0.88
17-496	17	17975645	17975719	+	174.6	0.804	22.000000	30.0	5.0	6.01	2.68e-14	20.57	7.59e-29	1.12
17-338	17	29012655	29012729	+	174.6	0.716	27.000000	30.0	2.0	15.03	5.53e-25	4.91	4.02e-12	0.94
17-369	17	31410178	31410252	+	174.6	0.565	26.000000	30.0	7.0	4.29	9.52e-11	12.87	1.15e-21	0.88
17-373	17	35697751	35697825	+	174.6	0.610	26.000000	30.0	4.0	7.52	8.66e-17	8.80	4.89e-18	0.91
17-343	17	36844682	36844756	+	174.6	0.636	27.000000	30.0	1.0	30.06	1.31e-33	8.74	5.84e-18	0.91
17-403	17	38016323	38016397	+	174.6	0.656	25.000000	30.0	3.0	10.02	4.04e-20	12.77	5.28e-23	0.98
17-380	17	46788130	46788204	+	174.6	0.816	26.000000	30.0	2.0	15.03	5.53e-25	9.75	8.39e-20	0.90
17-405	17	47876967	47877041	+	174.6	0.789	25.000000	31.0	2.0	15.53	3.55e-26	10.91	4.03e-21	0.98
17-406	17	54396484	54396558	+	174.6	0.649	25.000000	30.0	1.0	30.06	1.31e-33	22.82	3.89e-30	0.98
17-321	17	68004185	68004259	+	174.6	0.603	28.000000	30.0	5.0	6.01	2.68e-14	11.00	3.21e-21	0.90
17-298	17	75603786	75603860	+	174.6	0.583	29.000000	30.0	3.0	10.02	4.04e-20	17.04	1.61e-26	0.90
17-444	17	84745158	84745232	+	174.6	0.596	24.000000	30.0	2.0	15.03	5.53e-25	12.60	7.52e-23	0.98
17-445	17	87664323	87664397	+	174.6	0.444	24.000000	30.0	3.0	10.02	4.04e-20	11.75	5.27e-22	1.02
17-288	17	5324753	5324827	+	168.8	0.583	29.000000	30.0	4.0	7.52	8.66e-17	12.79	2.58e-22	0.81
17-392	17	5440247	5440321	+	168.8	0.596	25.000000	31.0	1.0	31.06	4.21e-35	13.47	6.49e-23	0.95
17-363	17	11037596	11037670	+	168.8	0.660	26.000000	30.0	1.0	30.06	1.31e-33	27.61	1.71e-31	0.91
17-330	17	13007859	13007933	+	168.8	0.769	27.000000	30.0	5.0	6.01	2.68e-14	9.89	2.36e-19	0.95
17-366	17	14927952	14928026	+	168.8	0.838	26.000000	29.0	3.0	9.69	4.07e-19	10.42	1.11e-18	0.86
17-414	17	17063699	17063773	+	168.8	0.702	24.000000	29.0	7.0	4.15	4.13e-10	12.34	6.76e-22	0.95
17-335	17	17425192	17425266	+	168.8	0.698	27.000000	29.0	6.0	4.84	1.23e-11	13.76	3.66e-23	0.91
17-421	17	28787755	28787829	+	168.8	0.638	24.000000	29.0	5.0	5.81	1.62e-13	7.11	3.42e-15	1.00
17-453	17	30583768	30583842	+	168.8	0.673	23.000000	30.0	1.0	30.06	1.31e-33	13.96	2.48e-23	1.04
17-400	17	31899170	31899244	+	168.8	0.632	25.000000	29.0	3.0	9.69	4.07e-19	17.29	7.34e-26	0.91
17-370	17	33901150	33901224	+	168.8	0.774	26.000000	29.0	3.0	9.69	4.07e-19	8.40	1.64e-17	0.91
17-342	17	35485832	35485906	+	168.8	0.529	27.000000	29.0	5.0	5.81	1.62e-13	9.67	1.69e-18	0.85
17-424	17	35490534	35490608	+	168.8	0.685	24.000000	31.0	2.0	15.53	3.55e-26	9.08	8.26e-18	1.00
17-427	17	36973469	36973543	+	168.8	0.627	24.000000	29.0	6.0	4.84	1.23e-11	5.83	1.49e-13	0.95
17-318	17	47511654	47511728	+	168.8	0.597	28.000000	29.0	5.0	5.81	1.62e-13	6.67	4.72e-14	0.82
17-520	17	56814437	56814511	+	168.8	0.661	22.000000	29.0	3.0	9.69	4.07e-19	10.32	7.81e-20	1.14
17-407	17	64293185	64293259	+	168.8	0.780	25.000000	30.0	4.0	7.52	8.66e-17	17.52	5.06e-26	0.95
17-384	17	71115738	71115812	+	168.8	0.717	26.000000	29.0	2.0	14.53	8.33e-24	12.22	8.73e-22	0.91
17-351	17	79135366	79135440	+	168.8	0.641	27.000000	29.0	4.0	7.26	6.54e-16	11.06	5.63e-20	0.85
17-389	17	87531517	87531591	+	168.8	0.717	26.000000	29.0	2.0	14.53	8.33e-24	8.44	5.13e-17	0.88
17-355	17	88764270	88764344	+	168.8	0.685	27.000000	29.0	3.0	9.69	4.07e-19	13.66	4.44e-23	0.88
17-493	17	12106431	12106505	+	163.0	0.643	22.000000	30.0	4.0	7.52	8.66e-17	11.37	2.80e-20	1.10
17-413	17	15639319	15639393	+	163.0	0.700	24.000000	28.0	3.0	9.35	3.95e-18	15.77	5.69e-24	0.96
17-498	17	23550301	23550375	+	163.0	0.648	22.000000	28.0	4.0	7.01	4.77e-15	6.66	1.64e-14	1.05
17-420	17	28418474	28418548	+	163.0	0.650	24.000000	29.0	1.0	29.06	3.93e-32	7.75	4.19e-16	1.00
17-368	17	30378352	30378426	+	163.0	0.541	26.000000	28.0	3.0	9.35	3.95e-18	11.23	3.83e-20	0.85
17-457	17	33858016	33858090	+	163.0	0.727	23.000000	28.0	4.0	7.01	4.77e-15	14.31	7.27e-23	0.96
17-401	17	35918100	35918174	+	163.0	0.597	25.000000	28.0	3.0	9.35	3.95e-18	4.56	1.03e-10	1.00
17-376	17	40904278	40904352	+	163.0	0.623	26.000000	28.0	2.0	14.03	1.21e-22	9.09	3.06e-17	0.86
17-379	17	45456902	45456976	+	163.0	0.684	26.000000	28.0	3.0	9.35	3.95e-18	5.69	1.75e-12	0.89
17-344	17	45573859	45573933	+	163.0	0.646	27.000000	28.0	3.0	9.35	3.95e-18	5.48	4.04e-12	0.86
17-404	17	46675140	46675214	+	163.0	0.702	25.000000	29.0	5.0	5.81	1.62e-13	8.68	2.57e-17	0.92
17-470	17	53478868	53478942	+	163.0	0.679	23.000000	28.0	7.0	4.01	1.73e-09	8.46	4.85e-17	0.96
17-518	17	56298429	56298503	+	163.0	0.780	22.000000	28.0	0.5	56.12	7.00e-39	10.71	1.28e-19	1.05
17-382	17	56953973	56954047	+	163.0	0.785	26.000000	29.0	6.0	4.84	1.23e-11	11.13	4.83e-20	0.92
17-522	17	60965865	60965939	+	163.0	0.755	22.000000	28.0	1.0	28.06	1.14e-30	22.32	5.58e-28	1.05
17-472	17	62940051	62940125	+	163.0	0.591	23.000000	30.0	2.0	15.03	5.53e-25	13.62	2.61e-22	1.00
17-437	17	66611626	66611700	+	163.0	0.889	24.000000	28.0	1.0	28.06	1.14e-30	19.20	3.12e-26	0.96
17-438	17	67721334	67721408	+	163.0	0.855	24.000000	29.0	4.0	7.26	6.54e-16	15.57	7.94e-24	0.96
17-441	17	74774581	74774655	+	163.0	0.708	24.000000	28.0	2.0	14.03	1.21e-22	8.89	1.43e-17	1.00
17-442	17	78508831	78508905	+	163.0	0.604	24.000000	28.0	5.0	5.61	9.47e-13	12.82	1.26e-21	0.96
17-526	17	79517442	79517516	+	163.0	0.848	22.000000	28.0	5.0	5.61	9.47e-13	16.40	2.04e-24	1.00
17-477	17	80255381	80255455	+	163.0	0.581	23.000000	28.0	5.0	5.61	9.47e-13	9.19	2.39e-17	0.97
17-386	17	84596424	84596498	+	163.0	0.604	26.000000	28.0	7.0	4.01	1.73e-09	10.54	8.36e-19	0.86
17-388	17	85688331	85688405	+	163.0	0.667	26.000000	28.0	6.0	4.68	6.00e-11	8.29	2.80e-16	0.86
17-532	17	86434796	86434870	+	163.0	0.468	22.000000	28.0	4.0	7.01	4.77e-15	14.36	6.58e-23	1.00
17-356	17	93313395	93313469	+	163.0	0.600	27.000000	28.0	3.0	9.35	3.95e-18	12.91	1.05e-21	0.88
17-391	17	4163586	4163660	+	157.2	0.545	25.000000	27.0	5.0	5.41	5.35e-12	14.47	3.16e-22	0.89
17-328	17	7800039	7800113	+	157.2	0.698	27.000000	27.0	3.0	9.02	3.71e-17	16.85	6.59e-24	0.86
17-361	17	10078652	10078726	+	157.2	0.638	26.000000	28.0	4.0	7.01	4.77e-15	10.51	8.99e-19	0.86
17-448	17	10079946	10080020	+	157.2	0.604	23.000000	27.0	4.0	6.76	3.37e-14	10.76	5.01e-19	0.97
17-308	17	17414306	17414380	+	157.2	0.615	28.000000	28.0	4.0	7.01	4.77e-15	13.04	4.28e-21	0.82
17-415	17	17625297	17625371	+	157.2	0.756	24.000000	27.0	6.0	4.51	2.83e-10	7.08	3.56e-14	0.93
17-416	17	23960512	23960586	+	157.2	0.909	24.000000	28.0	4.0	7.01	4.77e-15	16.77	7.43e-24	0.93
17-451	17	25894170	25894244	+	157.2	0.850	23.000000	27.0	5.0	5.41	5.35e-12	14.52	2.86e-22	0.97
