# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Klf4
#
# total peaks = 3020
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1720172.0
# Total tags in peaks = 53736.0
# Approximate IP efficiency = 3.12%
# tags per bp = 0.000798
# expected tags per peak = 0.060
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.086211e-07
# FDR tag threshold = 4.0
# number of putative peaks = 93354
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 83515
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 6819
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Klf4 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-194	17	33918569	33918643	+	215.1	0.618	31.000000	38.0	6.0	6.34	2.04e-18	6.00	8.20e-17	0.89
17-195	17	35517162	35517236	+	215.1	0.696	31.000000	37.0	3.0	12.34	1.73e-27	9.31	2.28e-23	0.92
17-197	17	35865790	35865864	+	215.1	0.851	31.000000	37.0	8.0	4.63	7.85e-14	4.49	4.07e-13	0.89
17-266	17	37080314	37080388	+	215.1	0.494	28.000000	37.0	8.0	4.63	7.85e-14	6.30	1.85e-17	0.99
17-242	17	46153591	46153665	+	215.1	0.657	29.000000	37.0	3.0	12.34	1.73e-27	16.15	1.05e-30	0.99
17-145	17	66331469	66331543	+	215.1	0.686	34.000000	37.0	1.0	37.02	2.61e-44	11.47	2.10e-26	0.89
17-248	17	70872230	70872304	+	215.1	0.687	29.000000	38.0	1.0	38.02	6.87e-46	8.38	7.14e-22	0.98
17-206	17	79950052	79950126	+	215.1	0.663	31.000000	39.0	1.0	39.03	1.76e-47	9.93	2.64e-24	0.92
17-254	17	17374218	17374292	+	209.3	0.686	28.000000	36.0	9.0	4.00	9.68e-12	14.22	7.63e-29	0.99
17-286	17	24478994	24479068	+	209.3	0.727	27.000000	36.0	9.0	4.00	9.68e-12	9.30	3.50e-22	1.01
17-171	17	26596688	26596762	+	209.3	0.495	32.000000	36.0	5.0	7.20	2.98e-19	6.15	3.94e-17	0.89
17-394	17	27666990	27667064	+	209.3	0.710	24.000000	36.0	2.0	18.01	2.59e-32	11.79	3.90e-26	1.17
17-193	17	33842473	33842547	+	209.3	0.662	31.000000	37.0	4.0	9.26	2.75e-23	12.72	1.61e-26	0.90
17-176	17	33951711	33951785	+	209.3	0.424	32.000000	36.0	8.0	4.50	3.66e-13	6.84	1.53e-18	0.87
17-263	17	35841170	35841244	+	209.3	0.526	28.000000	36.0	6.0	6.00	8.04e-17	4.35	9.39e-13	0.96
17-711	17	45455983	45456057	+	209.3	0.822	20.000000	36.0	2.0	18.01	2.59e-32	4.55	2.65e-13	1.34
17-219	17	56974486	56974560	+	209.3	0.613	30.000000	37.0	5.0	7.40	4.01e-20	14.26	6.90e-29	0.96
17-246	17	65951269	65951343	+	209.3	0.736	29.000000	36.0	2.0	18.01	2.59e-32	12.70	3.30e-27	0.96
17-275	17	71616125	71616199	+	209.3	0.603	28.000000	36.0	3.0	12.01	2.14e-26	14.70	2.49e-29	0.96
17-309	17	80801525	80801599	+	209.3	0.643	27.000000	36.0	4.0	9.01	2.55e-22	11.29	1.64e-25	0.99
17-256	17	24850160	24850234	+	203.5	0.602	28.000000	35.0	3.0	11.67	2.58e-25	11.91	1.37e-25	0.97
17-210	17	26601226	26601300	+	203.5	0.568	30.000000	36.0	9.0	4.00	9.68e-12	5.94	2.94e-16	0.90
17-358	17	28930426	28930500	+	203.5	0.602	25.000000	35.0	3.0	11.67	2.58e-25	9.06	7.84e-22	1.05
17-191	17	31492647	31492721	+	203.5	0.600	31.000000	38.0	2.0	19.01	7.32e-35	13.05	7.14e-27	0.90
17-180	17	45979498	45979572	+	203.5	0.587	32.000000	36.0	2.0	18.01	2.59e-32	12.22	5.91e-26	0.90
17-268	17	46252698	46252772	+	203.5	0.600	28.000000	35.0	4.0	8.76	2.31e-21	8.96	1.13e-21	0.94
17-335	17	46650774	46650848	+	203.5	0.657	26.000000	35.0	3.0	11.67	2.58e-25	7.72	1.13e-19	1.01
17-218	17	56883938	56884012	+	203.5	0.570	30.000000	36.0	4.0	9.01	2.55e-22	7.38	4.53e-19	0.90
17-223	17	70990824	70990898	+	203.5	0.570	30.000000	35.0	2.0	17.51	4.66e-31	7.84	2.34e-19	0.88
17-276	17	87193709	87193783	+	203.5	0.783	28.000000	35.0	1.0	35.02	3.48e-41	12.06	9.02e-26	1.01
17-249	17	87569475	87569549	+	203.5	0.568	29.000000	35.0	3.0	11.67	2.58e-25	6.75	1.96e-17	0.95
17-280	17	90390536	90390610	+	203.5	0.662	28.000000	37.0	5.0	7.40	4.01e-20	18.60	6.32e-32	1.01
17-168	17	4948600	4948674	+	197.7	0.587	32.000000	34.0	2.0	17.01	8.18e-30	12.43	1.72e-25	0.88
17-186	17	5402178	5402252	+	197.7	0.627	31.000000	34.0	4.0	8.51	2.03e-20	8.87	5.62e-21	0.91
17-282	17	14693342	14693416	+	197.7	0.706	27.000000	34.0	2.0	17.01	8.18e-30	12.82	6.54e-26	0.98
17-230	17	15678008	15678082	+	197.7	0.603	29.000000	34.0	2.0	17.01	8.18e-30	12.67	9.34e-26	0.91
17-318	17	23993697	23993771	+	197.7	0.702	26.000000	34.0	2.0	17.01	8.18e-30	13.51	1.25e-26	1.02
17-188	17	26538246	26538320	+	197.7	0.636	31.000000	36.0	3.0	12.01	2.14e-26	11.63	1.39e-24	0.85
17-233	17	28561751	28561825	+	197.7	0.737	29.000000	35.0	1.0	35.02	3.48e-41	12.09	4.05e-25	0.91
17-291	17	29032445	29032519	+	197.7	0.684	27.000000	34.0	3.0	11.34	3.01e-24	8.12	8.12e-20	0.98
17-234	17	29049294	29049368	+	197.7	0.710	29.000000	34.0	4.0	8.51	2.03e-20	7.07	4.87e-18	0.91
17-260	17	29660595	29660669	+	197.7	0.741	28.000000	35.0	4.0	8.76	2.31e-21	15.25	2.68e-28	0.98
17-214	17	31265231	31265305	+	197.7	0.590	30.000000	34.0	4.0	8.51	2.03e-20	5.58	1.09e-14	0.86
17-292	17	32162220	32162294	+	197.7	0.842	27.000000	34.0	7.0	4.86	2.05e-13	6.16	2.02e-15	0.97
17-331	17	35051367	35051441	+	197.7	0.646	26.000000	34.0	2.0	17.01	8.18e-30	6.16	7.32e-16	0.99
17-267	17	43036145	43036219	+	197.7	0.609	28.000000	35.0	3.0	11.67	2.58e-25	13.39	1.65e-26	0.95
17-269	17	47436441	47436515	+	197.7	0.619	28.000000	35.0	3.0	11.67	2.58e-25	8.46	8.37e-20	0.92
17-415	17	47511465	47511539	+	197.7	0.676	24.000000	34.0	7.0	4.86	2.05e-13	5.91	8.71e-16	1.06
17-272	17	48493729	48493803	+	197.7	0.721	28.000000	34.0	3.0	11.34	3.01e-24	12.84	3.19e-25	0.96
17-244	17	53478657	53478731	+	197.7	0.521	29.000000	34.0	7.0	4.86	2.05e-13	8.84	6.33e-21	0.88
17-337	17	56291158	56291232	+	197.7	0.556	26.000000	35.0	2.0	17.51	4.66e-31	5.47	7.68e-15	1.06
17-245	17	57118674	57118748	+	197.7	0.723	29.000000	34.0	3.0	11.34	3.01e-24	8.18	6.53e-20	0.91
17-305	17	63863703	63863777	+	197.7	0.638	27.000000	35.0	1.0	35.02	3.48e-41	13.12	3.17e-26	0.98
17-222	17	70915606	70915680	+	197.7	0.646	30.000000	35.0	5.0	7.00	2.16e-18	10.61	2.36e-23	0.88
17-224	17	84183626	84183700	+	197.7	0.603	30.000000	34.0	6.0	5.67	2.85e-15	6.30	1.41e-16	0.91
17-278	17	88268868	88268942	+	197.7	0.759	28.000000	34.0	2.0	17.01	8.18e-30	13.44	8.02e-26	0.96
17-387	17	10366302	10366376	+	191.8	0.576	24.000000	33.0	5.0	6.60	1.04e-16	7.87	6.97e-19	1.08
17-283	17	17414441	17414515	+	191.8	0.811	27.000000	33.0	0.5	66.04	7.96e-48	18.10	5.72e-29	0.97
17-211	17	27431109	27431183	+	191.8	0.597	30.000000	33.0	4.0	8.26	1.73e-19	10.50	1.42e-22	0.86
17-258	17	29056857	29056931	+	191.8	0.549	28.000000	33.0	3.0	11.01	3.43e-23	7.96	1.68e-18	0.93
17-362	17	29416970	29417044	+	191.8	0.848	25.000000	33.0	3.0	11.01	3.43e-23	9.58	2.20e-21	0.99
17-237	17	35065130	35065204	+	191.8	0.553	29.000000	33.0	6.0	5.50	1.62e-14	7.14	1.16e-17	0.89
17-264	17	35869470	35869544	+	191.8	0.582	28.000000	35.0	2.0	17.51	4.66e-31	4.34	1.75e-11	0.90
17-307	17	71420442	71420516	+	191.8	0.594	27.000000	33.0	1.0	33.02	4.15e-38	15.06	2.41e-27	0.92
17-226	17	86713810	86713884	+	191.8	0.806	30.000000	34.0	4.0	8.51	2.03e-20	11.28	1.62e-23	0.86
17-279	17	88282887	88282961	+	191.8	0.564	28.000000	33.0	2.0	16.51	1.39e-28	16.94	4.22e-28	0.90
17-228	17	3460742	3460816	+	186.0	0.594	29.000000	32.0	7.0	4.57	4.77e-12	14.55	4.04e-26	0.86
17-251	17	5978042	5978116	+	186.0	0.667	28.000000	33.0	6.0	5.50	1.62e-14	7.96	1.94e-17	0.88
17-281	17	7240717	7240791	+	186.0	0.673	27.000000	32.0	3.0	10.67	3.78e-22	13.32	3.02e-24	0.90
17-316	17	15499848	15499922	+	186.0	0.677	26.000000	32.0	4.0	8.01	1.43e-18	11.93	1.46e-23	0.93
17-500	17	23601122	23601196	+	186.0	0.741	22.000000	32.0	6.0	5.34	9.00e-14	4.67	2.84e-12	1.10
17-317	17	23673854	23673928	+	186.0	0.636	26.000000	32.0	8.0	4.00	1.31e-10	7.23	2.50e-17	0.97
17-352	17	24073529	24073603	+	186.0	0.714	25.000000	32.0	7.0	4.57	4.77e-12	12.14	2.12e-22	1.04
17-319	17	24720134	24720208	+	186.0	0.782	26.000000	32.0	4.0	8.01	1.43e-18	6.64	7.48e-16	0.94
17-289	17	27038572	27038646	+	186.0	0.695	27.000000	32.0	4.0	8.01	1.43e-18	5.26	7.49e-13	0.88
17-320	17	27301578	27301652	+	186.0	0.724	26.000000	32.0	1.0	32.02	1.37e-36	9.89	3.41e-21	0.93
17-321	17	27653401	27653475	+	186.0	0.645	26.000000	32.0	3.0	10.67	3.78e-22	9.21	2.71e-20	0.97
17-290	17	28575652	28575726	+	186.0	0.833	27.000000	32.0	8.0	4.00	1.31e-10	8.88	1.04e-18	0.91
17-328	17	32878912	32878986	+	186.0	0.733	26.000000	32.0	4.0	8.01	1.43e-18	12.28	3.08e-23	0.94
17-527	17	35046907	35046981	+	186.0	0.597	22.000000	32.0	2.0	16.01	2.31e-27	6.23	4.06e-15	1.12
17-296	17	35059787	35059861	+	186.0	0.833	27.000000	32.0	2.0	16.01	2.31e-27	5.92	4.01e-14	0.88
17-199	17	36951730	36951804	+	186.0	0.759	31.000000	32.0	5.0	6.40	6.90e-16	10.01	2.43e-21	0.83
17-370	17	46027802	46027876	+	186.0	0.691	25.000000	32.0	5.0	6.40	6.90e-16	8.24	6.38e-19	1.01
17-336	17	46799930	46800004	+	186.0	0.726	26.000000	32.0	3.0	10.67	3.78e-22	6.96	6.93e-17	0.93
17-271	17	47598232	47598306	+	186.0	0.732	28.000000	32.0	6.0	5.34	9.00e-14	5.80	2.53e-14	0.90
17-243	17	47787793	47787867	+	186.0	0.529	29.000000	32.0	2.0	16.01	2.31e-27	8.54	2.32e-19	0.86
17-422	17	64534507	64534581	+	186.0	0.740	24.000000	33.0	6.0	5.50	1.62e-14	12.17	3.98e-23	1.07
17-341	17	79654324	79654398	+	186.0	0.667	26.000000	34.0	4.0	8.51	2.03e-20	15.51	5.97e-27	0.97
17-487	17	83664916	83664990	+	186.0	0.636	23.000000	34.0	5.0	6.80	1.52e-17	7.56	7.08e-18	1.10
17-566	17	86610760	86610834	+	186.0	0.631	22.000000	32.0	0.5	64.04	5.26e-46	14.31	6.71e-26	1.15
17-250	17	3055063	3055137	+	180.2	0.895	28.000000	32.0	3.0	10.67	3.78e-22	30.84	5.37e-35	0.87
17-578	17	13004614	13004688	+	180.2	0.830	21.000000	31.0	3.0	10.34	4.05e-21	8.31	6.22e-18	1.20
17-284	17	23600831	23600905	+	180.2	0.827	27.000000	31.0	2.0	15.51	3.70e-26	4.74	4.29e-12	0.87
17-255	17	24163765	24163839	+	180.2	0.764	28.000000	34.0	5.0	6.80	1.52e-17	9.00	1.97e-19	0.87
17-392	17	25791907	25791981	+	180.2	0.645	24.000000	31.0	6.0	5.17	4.83e-13	9.77	2.00e-20	1.02
17-287	17	26012249	26012323	+	180.2	0.646	27.000000	31.0	7.0	4.43	2.20e-11	11.24	3.85e-22	0.87
17-288	17	26244121	26244195	+	180.2	0.696	27.000000	33.0	3.0	11.01	3.43e-23	11.43	2.41e-22	0.98
17-356	17	27940571	27940645	+	180.2	0.561	25.000000	31.0	1.0	31.02	4.39e-35	8.69	1.88e-18	0.95
17-359	17	29322783	29322857	+	180.2	0.692	25.000000	32.0	8.0	4.00	1.31e-10	7.86	8.03e-18	0.98
17-324	17	29632481	29632555	+	180.2	0.739	26.000000	31.0	1.0	31.02	4.39e-35	9.37	6.44e-20	0.98
17-325	17	31057365	31057439	+	180.2	0.644	26.000000	32.0	5.0	6.40	6.90e-16	9.02	1.85e-19	0.94
17-330	17	33891918	33891992	+	180.2	0.969	26.000000	31.0	1.0	31.02	4.39e-35	6.05	8.54e-15	0.90
17-240	17	35910028	35910102	+	180.2	0.703	29.000000	31.0	3.0	10.34	4.05e-21	9.98	1.09e-20	0.84
17-464	17	37027643	37027717	+	180.2	0.621	23.000000	31.0	4.0	7.76	1.15e-17	7.10	1.26e-16	1.07
17-333	17	38016411	38016485	+	180.2	0.544	26.000000	31.0	1.0	31.02	4.39e-35	14.70	1.02e-24	0.95
17-369	17	43592549	43592623	+	180.2	0.733	25.000000	31.0	2.0	15.51	3.70e-26	13.11	4.80e-24	0.94
17-334	17	44105497	44105571	+	180.2	0.654	26.000000	31.0	7.0	4.43	2.20e-11	13.23	3.64e-24	0.94
17-303	17	47511757	47511831	+	180.2	0.557	27.000000	31.0	3.0	10.34	4.05e-21	5.24	7.99e-13	0.88
17-424	17	69787188	69787262	+	180.2	0.627	24.000000	31.0	5.0	6.20	4.44e-15	19.00	7.37e-28	0.99
17-379	17	80169077	80169151	+	180.2	0.687	25.000000	32.0	4.0	8.01	1.43e-18	11.52	1.90e-22	1.02
17-429	17	80483107	80483181	+	180.2	0.712	24.000000	31.0	7.0	4.43	2.20e-11	8.20	2.48e-18	1.02
17-310	17	86732167	86732241	+	180.2	0.606	27.000000	31.0	3.0	10.34	4.05e-21	12.70	1.18e-23	0.87
17-344	17	87523789	87523863	+	180.2	0.714	26.000000	31.0	5.0	6.20	4.44e-15	7.87	7.62e-18	1.02
17-227	17	87556045	87556119	+	180.2	0.594	30.000000	31.0	1.0	31.02	4.39e-35	10.55	2.33e-21	0.84
17-277	17	88256837	88256911	+	180.2	0.586	28.000000	31.0	6.0	5.17	4.83e-13	5.07	1.82e-12	0.88
17-572	17	88258519	88258593	+	180.2	0.786	22.000000	31.0	2.0	15.51	3.70e-26	5.42	1.46e-13	1.07
17-346	17	88438190	88438264	+	180.2	0.812	26.000000	31.0	4.0	7.76	1.15e-17	7.49	9.44e-17	0.91
17-347	17	5189942	5190016	+	174.4	0.587	25.000000	30.0	3.0	10.01	4.20e-20	11.96	3.22e-22	0.91
17-389	17	23726600	23726674	+	174.4	0.725	24.000000	31.0	4.0	7.76	1.15e-17	9.75	8.39e-20	0.99
17-508	17	27048272	27048346	+	174.4	0.642	22.000000	30.0	3.0	10.01	4.20e-20	6.44	4.60e-15	1.14
17-510	17	27564883	27564957	+	174.4	0.614	22.000000	31.0	5.0	6.20	4.44e-15	7.89	2.39e-17	1.09
17-297	17	35544824	35544898	+	174.4	0.734	27.000000	30.0	4.0	7.50	8.98e-17	7.37	1.47e-16	0.84
17-299	17	35860952	35861026	+	174.4	0.578	27.000000	30.0	2.0	15.01	5.75e-25	5.23	2.04e-12	0.88
17-418	17	54707994	54708068	+	174.4	0.620	24.000000	31.0	1.0	31.02	4.39e-35	25.29	2.02e-31	1.09
17-338	17	56717891	56717965	+	174.4	0.597	26.000000	30.0	2.0	15.01	5.75e-25	7.19	2.72e-16	0.95
17-306	17	64559328	64559402	+	174.4	0.594	27.000000	30.0	4.0	7.50	8.98e-17	15.21	3.96e-25	0.91
17-274	17	66111602	66111676	+	174.4	0.677	28.000000	30.0	4.0	7.50	8.98e-17	8.65	2.12e-18	0.84
17-428	17	74316525	74316599	+	174.4	0.609	24.000000	30.0	6.0	5.00	2.52e-12	9.93	5.24e-20	0.99
17-433	17	84181040	84181114	+	174.4	0.719	24.000000	30.0	5.0	6.00	2.77e-14	6.65	2.06e-15	0.95
17-381	17	87521742	87521816	+	174.4	0.548	25.000000	30.0	3.0	10.01	4.20e-20	7.92	2.16e-17	0.91
17-383	17	5143948	5144022	+	168.6	0.706	24.000000	29.0	1.0	29.02	4.09e-32	16.32	2.29e-24	0.93
17-494	17	5324730	5324804	+	168.6	0.623	22.000000	30.0	5.0	6.00	2.77e-14	12.15	5.06e-21	1.02
17-312	17	5892060	5892134	+	168.6	0.516	26.000000	29.0	1.0	29.02	4.09e-32	9.16	1.75e-18	0.85
17-314	17	10441535	10441609	+	168.6	0.557	26.000000	29.0	2.0	14.51	8.65e-24	11.35	6.21e-21	0.88
17-348	17	12045905	12045979	+	168.6	0.677	25.000000	29.0	1.0	29.02	4.09e-32	7.54	2.56e-16	0.92
17-388	17	21567193	21567267	+	168.6	0.648	24.000000	29.0	5.0	5.80	1.67e-13	15.05	3.21e-24	0.92
17-445	17	23771686	23771760	+	168.6	0.525	23.000000	29.0	6.0	4.84	1.27e-11	10.66	3.29e-20	0.96
17-501	17	24134265	24134339	+	168.6	0.704	22.000000	29.0	5.0	5.80	1.67e-13	10.66	3.29e-20	1.00
17-355	17	27555181	27555255	+	168.6	0.649	25.000000	30.0	2.0	15.01	5.75e-25	5.22	2.11e-12	0.92
17-395	17	27826168	27826242	+	168.6	0.673	24.000000	29.0	7.0	4.15	4.26e-10	7.16	9.43e-16	0.92
17-452	17	28177316	28177390	+	168.6	0.660	23.000000	29.0	3.0	9.67	4.22e-19	6.67	5.44e-15	0.96
17-364	17	32295991	32296065	+	168.6	0.655	25.000000	29.0	4.0	7.25	6.77e-16	10.10	1.37e-19	0.88
17-523	17	32564123	32564197	+	168.6	0.820	22.000000	30.0	1.0	30.02	1.36e-33	24.14	7.27e-30	1.05
17-295	17	34563979	34564053	+	168.6	0.583	27.000000	31.0	2.0	15.51	3.70e-26	8.88	3.86e-18	0.88
17-402	17	34911097	34911171	+	168.6	0.707	24.000000	29.0	5.0	5.80	1.67e-13	6.85	2.82e-15	1.00
17-298	17	35823402	35823476	+	168.6	0.765	27.000000	29.0	2.0	14.51	8.65e-24	8.09	1.46e-16	0.86
17-300	17	43712104	43712178	+	168.6	0.443	27.000000	29.0	1.0	29.02	4.09e-32	11.63	3.28e-21	0.82
17-536	17	44777047	44777121	+	168.6	0.795	22.000000	31.0	0.5	62.04	3.37e-44	13.10	1.37e-22	1.10
17-301	17	45449758	45449832	+	168.6	0.646	27.000000	30.0	3.0	10.01	4.20e-20	9.97	1.92e-19	0.88
17-622	17	46282665	46282739	+	168.6	0.587	21.000000	30.0	3.0	10.01	4.20e-20	7.77	3.98e-16	1.13
17-373	17	49033443	49033517	+	168.6	0.587	25.000000	30.0	3.0	10.01	4.20e-20	8.40	5.74e-17	0.89
17-473	17	52692170	52692244	+	168.6	0.745	23.000000	29.0	3.0	9.67	4.22e-19	19.88	1.56e-27	1.00
17-420	17	56303363	56303437	+	168.6	0.692	24.000000	29.0	5.0	5.80	1.67e-13	6.17	1.04e-13	0.93
17-375	17	57047671	57047745	+	168.6	0.656	25.000000	29.0	4.0	7.25	6.77e-16	12.88	2.15e-22	0.92
17-552	17	62784164	62784238	+	168.6	0.673	22.000000	29.0	3.0	9.67	4.22e-19	14.87	4.41e-24	1.00
17-554	17	63813661	63813735	+	168.6	0.710	22.000000	29.0	0.5	58.04	1.25e-40	13.90	2.73e-23	1.00
17-555	17	65559444	65559518	+	168.6	0.607	22.000000	29.0	2.0	14.51	8.65e-24	11.77	2.37e-21	1.00
17-376	17	65663915	65663989	+	168.6	0.736	25.000000	29.0	2.0	14.51	8.65e-24	12.18	9.51e-22	0.88
17-339	17	70864968	70865042	+	168.6	0.950	26.000000	29.0	2.0	14.51	8.65e-24	4.14	4.39e-10	0.88
17-378	17	71001277	71001351	+	168.6	0.684	25.000000	29.0	3.0	9.67	4.22e-19	7.11	1.14e-15	0.92
17-563	17	74395437	74395511	+	168.6	0.614	22.000000	29.0	4.0	7.25	6.77e-16	11.29	7.26e-21	1.05
17-482	17	74865005	74865079	+	168.6	0.635	23.000000	29.0	0.5	58.04	1.25e-40	13.05	1.50e-22	1.00
17-484	17	79003141	79003215	+	168.6	0.617	23.000000	29.0	7.0	4.15	4.26e-10	13.23	5.54e-22	0.97
17-431	17	83854541	83854615	+	168.6	0.500	24.000000	29.0	5.0	5.80	1.67e-13	9.34	1.06e-18	0.92
17-345	17	88432169	88432243	+	168.6	0.720	26.000000	29.0	1.0	29.02	4.09e-32	13.76	3.66e-23	0.85
17-313	17	7533841	7533915	+	162.8	0.686	26.000000	28.0	2.0	14.01	1.26e-22	8.33	7.18e-17	0.82
17-315	17	12156907	12156981	+	162.8	0.987	26.000000	28.0	3.0	9.34	4.10e-18	7.56	7.68e-16	0.86
17-350	17	15247965	15248039	+	162.8	0.521	25.000000	28.0	2.0	14.01	1.26e-22	10.01	7.05e-19	0.89
17-351	17	23543470	23543544	+	162.8	0.596	25.000000	28.0	2.0	14.01	1.26e-22	6.48	8.92e-14	0.89
17-391	17	24351895	24351969	+	162.8	0.679	24.000000	28.0	4.0	7.00	4.94e-15	8.91	1.34e-17	0.89
17-447	17	24668524	24668598	+	162.8	0.611	23.000000	29.0	2.0	14.51	8.65e-24	7.50	9.37e-16	0.97
17-353	17	25757072	25757146	+	162.8	0.783	25.000000	28.0	5.0	5.60	9.79e-13	5.87	8.74e-13	0.89
17-354	17	25941971	25942045	+	162.8	0.786	25.000000	29.0	2.0	14.51	8.65e-24	10.29	3.52e-19	0.89
17-357	17	28553213	28553287	+	162.8	0.582	25.000000	29.0	5.0	5.80	1.67e-13	8.06	1.63e-16	0.89
17-363	17	30004619	30004693	+	162.8	0.957	25.000000	28.0	2.0	14.01	1.26e-22	9.13	7.31e-18	0.86
17-807	17	31247395	31247469	+	162.8	0.600	19.000000	28.0	2.0	14.01	1.26e-22	12.41	1.48e-20	1.19
17-398	17	31806142	31806216	+	162.8	0.650	24.000000	28.0	4.0	7.00	4.94e-15	4.74	4.35e-11	0.93
17-327	17	32452641	32452715	+	162.8	0.567	26.000000	28.0	7.0	4.00	1.78e-09	9.84	4.45e-18	0.86
17-365	17	33139448	33139522	+	162.8	0.679	25.000000	28.0	3.0	9.34	4.10e-18	13.14	3.56e-21	0.97
17-610	17	34850270	34850344	+	162.8	0.633	21.000000	28.0	3.0	9.34	4.10e-18	11.26	3.55e-20	1.07
17-528	17	35186710	35186784	+	162.8	0.574	22.000000	28.0	1.0	28.02	1.19e-30	7.25	2.14e-15	1.02
17-529	17	35241678	35241752	+	162.8	0.712	22.000000	28.0	7.0	4.00	1.78e-09	5.24	1.10e-11	1.07
17-407	17	35842219	35842293	+	162.8	0.643	24.000000	28.0	3.0	9.34	4.10e-18	4.34	3.13e-10	0.89
17-463	17	36997551	36997625	+	162.8	0.541	23.000000	28.0	3.0	9.34	4.10e-18	4.80	7.33e-11	0.97
17-542	17	46650555	46650629	+	162.8	0.426	22.000000	28.0	4.0	7.00	4.94e-15	5.67	1.87e-12	1.02
17-371	17	47521751	47521825	+	162.8	0.576	25.000000	28.0	0.5	56.04	7.28e-39	7.56	7.68e-16	0.89
17-626	17	47629536	47629610	+	162.8	0.681	21.000000	28.0	7.0	4.00	1.78e-09	7.80	1.19e-15	1.07
17-469	17	47739640	47739714	+	162.8	0.660	23.000000	28.0	1.0	28.02	1.19e-30	5.28	3.89e-12	0.93
17-419	17	56218564	56218638	+	162.8	0.608	24.000000	29.0	2.0	14.51	8.65e-24	10.50	2.14e-19	0.93
17-374	17	56935620	56935694	+	162.8	0.638	25.000000	28.0	7.0	4.00	1.78e-09	8.80	1.81e-17	0.86
17-734	17	57126031	57126105	+	162.8	0.723	20.000000	28.0	5.0	5.60	9.79e-13	12.11	5.51e-21	1.07
17-553	17	63183616	63183690	+	162.8	0.787	22.000000	28.0	1.0	28.02	1.19e-30	15.08	1.11e-22	1.02
17-380	17	83809387	83809461	+	162.8	0.987	25.000000	29.0	4.0	7.25	6.77e-16	5.02	1.22e-11	0.89
17-753	17	83954615	83954689	+	162.8	0.711	20.000000	28.0	5.0	5.60	9.79e-13	6.87	7.04e-14	1.09
17-488	17	83990538	83990612	+	162.8	0.843	23.000000	28.0	0.5	56.04	7.28e-39	7.90	2.62e-16	0.97
17-489	17	84113200	84113274	+	162.8	0.767	23.000000	28.0	1.0	28.02	1.19e-30	8.80	1.81e-17	0.93
17-571	17	88240670	88240744	+	162.8	0.674	22.000000	28.0	1.0	28.02	1.19e-30	15.37	1.10e-23	0.97
17-436	17	5440264	5440338	+	157.0	0.536	23.000000	27.0	3.0	9.01	3.84e-17	12.03	3.19e-20	0.93
17-385	17	6493178	6493252	+	157.0	0.818	24.000000	27.0	4.0	6.75	3.48e-14	16.93	5.84e-24	0.89
17-386	17	6783157	6783231	+	157.0	0.537	24.000000	27.0	2.0	13.51	1.77e-21	6.32	1.59e-13	0.89
17-444	17	23660398	23660472	+	157.0	0.674	23.000000	27.0	5.0	5.40	5.52e-12	10.67	6.25e-19	0.97
17-786	17	26110297	26110371	+	157.0	0.714	19.000000	27.0	2.0	13.51	1.77e-21	7.49	3.10e-15	1.13
17-513	17	27708295	27708369	+	157.0	0.508	22.000000	27.0	2.0	13.51	1.77e-21	6.41	1.14e-13	1.02
17-591	17	28375721	28375795	+	157.0	0.766	21.000000	27.0	4.0	6.75	3.48e-14	7.02	1.42e-14	1.02
17-322	17	28523068	28523142	+	157.0	0.561	26.000000	27.0	3.0	9.01	3.84e-17	5.50	3.77e-12	0.86
17-599	17	29260963	29261037	+	157.0	0.615	21.000000	27.0	4.0	6.75	3.48e-14	5.34	4.25e-11	1.00
17-360	17	29381608	29381682	+	157.0	0.778	25.000000	27.0	5.0	5.40	5.52e-12	8.25	3.13e-16	0.93
17-458	17	32166100	32166174	+	157.0	0.780	23.000000	28.0	4.0	7.00	4.94e-15	5.22	1.21e-11	0.97
17-460	17	32787749	32787823	+	157.0	0.536	23.000000	28.0	3.0	9.34	4.10e-18	9.93	3.64e-18	1.02
17-400	17	32901980	32902054	+	157.0	0.830	24.000000	29.0	4.0	7.25	6.77e-16	8.25	3.13e-16	0.97
17-525	17	34411314	34411388	+	157.0	0.745	22.000000	27.0	3.0	9.01	3.84e-17	16.02	2.38e-23	1.02
